Serial No,Age,Gender,University,Department,Enrolled Program,T Number,S Number,B Number,Study Year,online Exam,Ofline Number,TSR,TOS,PCC1,DCC1,ACC1,PCC2,DCC2,ACC2,PCC3,DCC3,ACC3,PCC4,DCC4,ACC4,PCC5,DCC5,ACC5,PCC6,DCC6,ACC6,PCC7,DCC7,ACC7,PCC8,DCC8,ACC8,PTEA1,DTEA1,ATEA1,PTEA2,DTEA2,ATEA2,PTEA3,DTEA3,ATEA3,PTEA4,DTEA4,ATEA4,PIS1,DIS1,AIS1,PIS2,DIS2,AIS2,PIS3,DIS3,AIS3,PIS4,DIS4,AIS4,PIS5,DIS5,AIS5,PIS6,DIS6,AIS6,PARA1,DARA1,AARA1,PARA2,DARA2,AARA2,PARA3,DARA3,AARA3,CGPA
320,21,2,BRUR,English,1,8,74,6,"3,1",1,3,4,3,5,1,5,5,1,4,5,1,4,5,1,3,5,1,4,5,1,5,3,1,4,3,1,4,5,1,5,5,1,4,5,1,4,5,1,5,4,1,4,5,1,5,5,1,5,4,1,4,4,1,4,3,1,2,5,1,4,4,1,4,4,1,3,3.21
321,21,2,BRUR,English,1,8,73,6,"3,1",1,3,4,4,4,2,5,4,2,5,4,1,5,3,2,5,3,1,4,4,1,5,4,4,5,5,3,5,5,4,5,4,2,4,3,1,4,5,1,5,4,2,4,4,1,5,3,2,4,3,1,4,4,3,4,4,1,4,3,2,4,3,1,3,2,1,4,3.01
322,22,2,BRUR,English,1,8,74,6,"3,1",1,3,4,3,4,1,5,4,1,4,3,1,3,3,1,3,4,1,4,4,1,4,3,1,5,3,1,5,3,1,5,4,1,5,4,1,4,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,4,2,4,2,1,2,3.15
323,22,1,BRUR,English,1,8,74,6,"3,1",1,3,3,2,4,1,2,3,1,3,5,2,2,4,2,4,4,2,4,4,3,4,2,1,4,2,1,5,3,1,4,4,2,4,3,1,3,3,1,4,3,2,4,3,1,5,3,1,4,3,1,4,4,1,4,3,1,4,4,1,4,4,1,4,3,1,3,3.05
324,23,2,BRUR,English,1,8,74,6,"3,1",2,3,4,4,4,5,5,4,3,4,3,2,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,5,4,4,4,3,4,4,3,4,2,1,2,4,3,4,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,4,3,4,1,1,1,2,1,2,3.15
325,22,2,BRUR,English,1,8,75,6,"3,1",1,3,4,4,3,2,5,4,3,4,5,3,4,4,3,3,3,2,3,5,5,5,2,5,2,3,4,5,5,3,4,5,5,5,3,3,3,5,5,5,4,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,3.27
326,24,1,BRUR,English,1,8,74,6,"3,1",1,3,3,2,4,1,4,4,1,3,5,1,3,5,2,2,5,2,5,5,2,5,2,1,5,2,1,5,3,1,5,4,2,2,4,2,3,4,1,3,5,2,4,4,1,3,5,1,4,4,1,3,4,1,4,4,1,3,3,1,3,3,1,3,2,1,2,3.05
327,22,2,BRUR,English,1,8,73,6,"3,1",1,3,5,4,3,5,5,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,5,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.23
328,23,2,BRUR,English,1,8,74,6,"3,1",1,3,4,4,4,3,5,3,2,5,5,3,4,5,2,4,5,3,5,4,3,5,4,3,5,5,4,5,5,4,5,4,3,4,3,2,4,4,3,5,2,2,3,2,1,2,3,2,3,2,1,2,2,1,3,3,2,4,3,2,4,3,1,2,3,2,3,3.06
329,23,2,BRUR,English,1,8,75,6,"3,1",1,3,4,4,3,2,5,3,4,5,5,4,4,4,3,4,4,4,4,5,4,5,2,5,5,3,5,5,3,4,4,5,5,5,4,3,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,3.05
330,23,1,BRUR,English,1,8,75,6,"3,1",1,3,4,3,3,3,5,2,3,4,5,3,5,4,3,4,5,3,5,5,3,5,2,5,5,3,5,5,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,2,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3.1
331,22,1,BRUR,English,1,8,74,6,"3,1",1,4,5,3,4,1,3,4,2,4,3,3,4,4,1,4,4,2,4,4,1,4,3,1,4,4,1,4,3,1,3,3,1,3,4,1,3,4,1,3,4,1,4,3,3,3,4,2,4,4,1,4,3,2,3,4,1,3,3,1,3,2,1,1,1,1,2,3.03
332,22,1,BRUR,English,1,8,74,6,"3,1",1,3,3,3,4,3,5,2,3,2,5,3,5,4,3,2,3,2,1,4,1,4,2,1,3,3,1,3,3,1,4,4,1,3,3,1,3,3,1,3,2,2,3,3,1,2,3,1,3,3,2,3,4,2,3,3,1,3,3,1,3,2,1,1,1,1,1,3.07
333,22,2,BRUR,English,1,8,74,6,"3,1",2,3,3,2,4,3,4,3,4,3,4,3,4,4,3,4,2,3,1,4,3,4,2,3,4,1,4,5,5,4,5,3,3,3,2,1,1,4,3,4,4,3,4,3,2,3,3,2,3,2,1,3,2,1,2,3,2,3,4,3,4,1,1,1,1,1,1,3.19
334,23,1,BRUR,English,8,8,74,6,"3,1",1,3,4,3,4,3,4,3,2,3,4,2,4,4,2,3,3,2,3,4,2,4,4,2,4,3,2,4,4,2,4,3,3,4,3,3,4,3,2,3,4,3,4,3,3,3,3,2,4,4,2,4,4,3,4,3,2,4,4,3,4,4,4,4,3,3,4,2.9
335,24,1,BRUR,English,1,8,74,6,"3,1",1,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3,5,5,3,5,5,3,3,3,4,3,4,3,3,3,3,2,3,3,2,3,3,2,3,3,1,3,3,1,3,1,1,1,1,1,1,3,2,3,2,1,2,3,1,3,3.14
336,22,1,BRUR,English,1,8,74,6,"3,1",1,3,4,4,4,2,3,3,2,3,2,1,3,1,2,3,1,2,3,3,2,3,2,3,3,3,2,3,3,2,4,3,2,4,2,2,3,3,2,3,3,1,3,3,1,3,3,2,3,3,1,1,2,1,1,2,1,2,2,2,3,1,1,2,1,1,2,3.01
337,22,1,BRUR,English,1,8,75,6,"3,1",1,3,4,2,4,1,3,3,2,3,3,1,3,3,2,3,4,1,3,3,1,3,1,2,3,2,1,3,2,1,4,3,3,3,3,1,4,3,3,3,3,1,3,3,1,2,3,2,4,3,1,3,4,1,3,3,2,4,3,1,3,1,1,1,1,1,1,3.06
338,22,1,BRUR,English,1,8,74,6,"3,1",1,4,4,4,5,1,4,4,1,4,4,3,4,3,2,3,3,2,3,4,4,4,2,1,4,2,1,4,3,1,4,3,1,3,3,1,3,5,2,5,5,5,5,4,2,4,3,1,3,2,1,2,4,4,4,3,3,3,3,1,3,3,1,3,2,1,1,3.33
339,22,1,BRUR,English,1,8,74,6,"3,1",2,3,3,2,4,3,4,3,4,3,4,4,4,4,4,3,3,2,1,4,3,4,2,3,4,1,4,5,5,4,5,3,3,3,2,1,2,3,4,3,3,4,4,2,3,3,2,3,2,2,2,2,5,5,5,3,4,4,4,4,4,1,1,1,1,1,1,3.5
340,23,2,BRUR,English,1,8,74,6,"3,1",1,4,5,3,5,4,5,5,3,5,5,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,4,5,4,4,5,2,5,4,3,4,5,5,5,5,5,5,5,3,5,4,3,4,5,5,5,4,3,4,4,2,4,3,2,1,3,2,3,3.15
341,23,2,BRUR,English,1,8,74,6,"3,1",1,3,3,2,4,1,3,3,4,3,4,4,4,4,1,1,3,1,2,4,4,4,1,2,4,1,1,2,3,1,3,4,4,4,1,1,1,3,2,4,4,2,3,4,1,4,4,1,1,3,1,2,3,4,3,3,1,1,3,1,1,1,1,1,1,1,1,3.21
342,23,1,BRUR,English,1,7,72,6,"3,1",1,4,3,3,3,1,3,2,1,2,5,5,5,5,3,5,1,1,1,3,1,3,3,1,4,1,1,4,2,1,1,3,1,3,3,1,4,3,1,3,4,2,4,4,1,4,1,1,2,1,1,1,2,1,3,3,1,3,4,1,4,2,1,3,1,1,1,3.23
343,24,2,BRUR,English,1,8,73,6,"3,1",1,3,4,4,4,1,4,3,4,3,5,5,5,3,3,3,3,1,3,4,2,4,4,2,5,3,3,5,4,4,4,4,3,4,3,2,3,2,1,4,3,3,4,3,2,3,2,1,2,1,1,1,1,1,2,2,2,2,4,3,4,2,1,2,1,1,1,3.4
344,24,1,BRUR,Economics,2,8,64,5,2,2,1,4,4,5,2,4,5,3,4,5,4,4,5,3,4,5,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,3,3,3,3.31
345,25,1,BRUR,Economics,2,8,60,5,1,2,1,4,2,4,1,3,4,1,2,5,1,4,0,0,0,3,1,2,3,1,2,1,1,1,4,1,3,4,2,4,3,5,5,2,1,2,4,2,1,4,2,2,2,2,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,2,1,2,4,1,3,3.1
346,23,1,BRUR,English,1,4,74,6,"3,1",2,1,4,3,4,2,4,3,1,4,4,1,4,3,1,3,3,1,3,3,1,3,2,3,4,3,3,4,3,2,4,3,1,3,2,1,2,3,1,3,4,1,4,3,1,3,2,1,2,3,2,3,3,2,3,3,2,3,2,1,3,3,2,3,3,2,3,3.05
347,22,1,BRUR,English,1,8,74,6,"3,1",2,3,3,3,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,2,3,4,1,4,5,5,4,5,3,3,3,2,1,1,4,3,4,4,3,4,3,2,3,3,2,3,2,1,2,2,1,3,2,3,3,4,3,4,1,1,1,1,1,1,3.1
348,23,1,HSTU,ECE,1,8,67,5,"3,1",1,3,4,3,3,3,3,2,2,2,4,1,4,3,2,3,4,3,4,3,1,3,3,1,2,3,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,2,1,1,3.03
349,22,1,HSTU,ECE,1,9,66,5,"3,1",1,3,3,2,4,3,4,3,2,3,4,2,3,3,2,3,4,1,2,3,1,2,2,1,2,3,2,4,3,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,2,3,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,3.15
350,22,2,HSTU,ECE,1,9,66,5,"3,1",1,3,4,3,4,2,3,4,3,4,5,5,4,4,3,5,4,2,3,5,3,4,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3,4,3,4,4,2,4,2,1,2,4,2,3,3,1,3,4,2,4,3,3,3,4,1,3,3,1,3,3,1,3,3.01
351,22,2,HSTU,ECE,1,9,66,5,"3,1",1,4,3,2,4,3,3,4,3,3,5,4,4,4,3,3,4,2,2,4,3,3,2,1,1,3,2,2,4,3,4,4,4,4,4,2,3,4,3,4,4,3,4,4,3,4,5,3,5,4,3,3,5,5,5,3,2,3,4,3,4,3,2,3,2,2,2,3.33
352,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,3,2,4,4,3,3,5,4,4,3,4,3,4,3,4,1,1,1,2,1,2,2,1,2,4,3,4,3,2,4,5,4,4,3,2,3,3,3,3,3,3,2,1,1,1,4,2,3,3,3,2,3,2,3,4,3,4,5,3,5,3.17
353,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,4,4,2,3,1,1,2,5,5,5,2,4,2,1,4,1,1,2,2,3,1,2,4,1,3,4,1,3,5,4,5,3,2,4,5,5,5,4,2,3,5,5,5,4,2,4,2,1,2,1,2,2,3,4,1,3,2,3,1,1,1,4,3,4,3.02
354,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,2,3,3,1,2,3,1,3,3,1,2,3,2,3,4,2,3,3,1,2,4,2,3,3,1,1,3,2,2,3,2,3,4,2,3,3,2,2,3,1,1,4,2,3,3,1,2,2,1,1,3,2,3,4,2,3,3,2,3,4,3,3,3.25
355,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,4,2,4,1,1,2,4,2,4,3,3,3,3,4,3,4,4,4,3,2,3,4,4,4,4,3,4,4,4,4,2,1,2,4,4,4,4,4,4,3,2,3,3,2,4,3,2,4,3,3,3,4,3,3,3,3,3,3,2,3,2,1,2,3.45
356,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,3,2,4,4,4,4,2,2,2,2,2,3,3,3,3,3,2,4,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,1,1,1,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,3.2
357,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,5,4,3,4,4,3,4,5,3,5,4,5,5,4,5,5,5,5,5,3,3,2,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,4,4,3,4,4,2,5,3.82
358,24,1,HSTU,ECE,1,8,70,5,"3,1",1,3,5,5,5,4,5,4,5,4,3,3,3,3,3,3,4,5,4,4,4,4,1,3,5,3,3,5,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,3.08
359,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,5,1,2,4,1,2,4,3,2,3,2,2,4,1,3,2,1,1,3,1,2,3,1,1,3,1,2,3,1,2,1,1,1,2,1,1,3,2,2,3,2,2,2,2,1,2,1,1,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2.93
360,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,5,2,4,5,3,5,5,1,5,4,2,3,4,3,5,5,4,5,3,1,5,4,2,5,5,4,5,5,5,5,3,1,3,3,1,3,4,2,4,5,3,5,5,5,5,3,1,3,2,3,3,3,2,3,3,2,3,1,1,1,1,1,1,3.07
361,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,4,1,3,4,3,4,4,4,4,3,3,3,4,4,4,3,4,3,3,2,3,4,3,4,4,3,4,3,3,3,3,3,3,3,2,3,3,2,3,3,1,3,2,1,2,2,2,2,3,2,3,2,1,2,3,2,3,3,2,3,3,3,3,3.3
362,21,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,2,3,1,2,3,4,3,2,1,2,3,2,2,2,2,2,3,2,2,4,5,3,1,1,1,3,1,2,3,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,3
363,21,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,3,2,3,4,5,3,3,2,4,4,4,4,5,4,4,4,3,3,3,1,1,1,1,1,2,4,3,3,4,3,3,3,3,3,2,3,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3.03
364,23,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,3,1,4,2,1,2,4,4,4,2,2,2,5,3,4,3,2,4,1,1,4,1,1,5,1,1,2,3,3,5,1,1,1,1,1,2,3,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,2,3,4,2,5,3.55
365,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,5,4,4,2,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,1,2,4,1,4,4,3,4,3,3,3,2,2,2,4,2,4,4,4,4,3,1,4,3,2,4,3,1,3,4,4,4,4,3,4,4,2,4,3,1,3,4,1,4,3.35
366,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,3,4,2,3,3,1,2,5,3,5,1,1,1,5,5,5,3,2,3,5,1,2,5,1,1,2,1,1,4,2,3,5,5,5,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,3.32
367,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,2,4,4,4,4,5,5,5,4,4,4,3,4,3,4,3,4,4,4,4,5,5,5,1,1,1,5,5,5,1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,3,4,3,3,3,3,3,3,3.2
368,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,3,3,4,3,2,4,5,3,5,5,5,5,5,5,4,4,4,5,3,3,4,3,3,5,2,1,4,2,1,3,2,2,2,4,4,4,3,4,4,3,3,3,3,3,3,2,2,3,5,5,5,4,3,4,4,4,4,3,3,4,3,3,4,3.1
369,24,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,3,3,2,2,2,3,2,4,5,4,3,3,3,3,3,3,2,3,3,1,1,1,2,2,2,3,3,3,2,3,2,2,1,3,2,1,2,3,2,3,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3.1
370,23,1,HSTU,ECE,1,8,6,6,"3,1",1,3,3,3,3,3,2,4,4,2,4,4,3,2,2,2,3,4,3,2,3,2,4,4,1,4,4,3,2,4,4,3,2,3,4,2,3,2,3,3,3,2,3,4,4,4,4,4,4,2,1,2,2,1,2,2,1,2,2,2,2,3,2,3,3,2,3,3.2
371,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,2,4,2,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,3,2,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,2.9
372,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,2,3,1,3,2,1,2,3,2,4,1,1,1,4,1,4,2,1,4,1,1,3,2,1,2,3,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2.99
373,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,4,4,5,5,3,4,4,5,5,5,5,3,4,3,4,3,2,3,4,3,5,3,3,4,4,5,4,3,2,3,2,3,4,3,3,4,4,3,5,3,2,4,4,3,4,3,2,3,3,2,3,3,4,4,2,2,3,2,1,3,3.3
374,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,3,3,2,4,3,3,3,3,2,3,4,4,4,4,4,4,4,2,3,3,3,3,2,2,3,3.6
375,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,3
376,21,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,3,1,3,2,4,2,3,4,4,3,4,3,4,4,5,3,3,3,2,1,3,3,3,3,2,1,2,3,3,3,2,1,2,4,4,4,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3.1
377,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,4,3,4,4,5,4,5,5,5,5,5,5,4,4,4,2,2,2,1,1,1,1,1,1,4,4,4,3,3,3,3,2,3,4,3,4,3,3,3,4,4,4,3,2,3,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,2.95
378,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,3,2,3,3,2,2,4,2,4,3,2,3,4,4,4,4,1,3,4,1,1,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,4,3,4,2,2,2,1,1,1,2.86
379,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,4,2,4,5,2,4,5,1,4,5,2,5,5,3,4,5,3,5,1,1,4,4,1,4,5,1,4,3,3,3,4,3,4,3,2,4,4,3,4,4,3,4,5,3,4,4,3,4,2,2,2,4,4,4,4,3,4,4,4,4,2,1,2,3.2
380,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,4,4,3,4,3,4,3,2,2,3,1,1,2,5,5,5,3,2,2,1,1,4,3,2,4,2,2,3,2,2,2,1,1,1,4,2,1,3,4,5,3,2,2,4,2,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,4,3
381,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,2,4,3,4,2,2,1,3,4,3,4,4,5,4,5,5,3,3,4,2,1,1,3,3,3,1,1,3,4,3,4,1,1,1,3,4,4,3,4,5,3,2,4,4,3,5,1,1,1,4,1,2,2,1,2,3,2,3,1,1,1,2,1,3,3.15
382,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,4,3,5,4,4,4,5,5,5,5,3,4,5,3,4,4,2,4,4,2,3,5,3,4,4,3,4,3,3,4,2,1,2,3,1,4,4,3,4,4,2,4,3,1,3,2,1,3,3,1,3,4,1,2,4,2,4,3,2,3,2,1,2,2.8
383,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,5,5,5,3,5,4,2,4,4,3,5,4,3,4,5,5,5,4,3,4,1,1,2,5,3,5,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,3,2,3,3,2,3,3,2,3,2,1,2,2,1,2,2,1,3,3,3,3,4,2,4,3.15
384,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,2,4,2,4,3,1,4,4,2,4,2,1,3,3,2,4,3,1,3,2,1,3,2,1,3,3,1,3,2,2,3,2,1,3,2,1,4,2,1,3,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3.51
385,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,3,3,3,2,3,2,1,2,4,4,3,2,1,2,3,2,3,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,3,2,3,3,2,3,3,1,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,2,3.24
386,23,2,HSTU,ECE,1,8,66,5,"3,1",1,3,5,5,5,3,5,5,2,5,5,5,5,5,2,5,3,2,3,5,2,5,5,5,5,2,2,5,5,2,3,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,3,5,2,2,5,5,5,5,5,5,5,3,2,5,3,3,3,5,2,5,3.61
387,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,4,5,4,4,4,5,4,4,3,2,4,4,5,3,4,4,4,3,3,2,3,3,2,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3
388,22,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,5,3,5,3,2,3,4,4,4,4,4,4,4,5,4,3,3,3,3,2,3,3,1,4,1,3,2,2,2,2,3,3,3,4,4,4,3,2,4,4,4,4,3,3,3,3,3,3,3,4,5,3.05
389,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,3,2,1,3,3,3,4,3,4,5,5,5,4,3,4,5,3,5,4,3,4,5,3,4,4,2,3,4,2,3,4,4,4,5,3,4,4,3,4,5,3,4,5,2,3,3.18
390,23,1,HSTU,Mathematics,1,5,62,6,"4,1",1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3.61
391,22,1,HSTU,English,1,6,115,5,"4,1",1,6,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,3.32
392,24,1,HSTU,Mathematics,1,6,62,6,"4,1",1,5,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3.25
393,23,1,HSTU,Mathematics,1,6,62,6,"4,1",1,5,1,1,1,1,1,2,1,1,3,1,1,3,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3.65
394,24,1,HSTU,Mathematics,1,6,62,6,"4,1",1,1,5,2,3,1,2,2,1,1,3,2,1,3,3,2,2,1,1,3,1,2,3,2,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3.63
395,24,1,HSTU,Mathematics,1,6,62,6,"4,1",1,5,3,2,4,2,2,3,2,1,4,2,3,4,3,2,3,2,2,3,2,1,3,2,4,3,2,2,2,1,2,3,3,3,4,4,4,3,1,2,3,2,2,1,1,1,2,1,2,2,1,2,2,2,2,3,1,2,3,2,1,2,2,2,2,1,1,3.14
396,22,1,HSTU,ECE,1,8,66,6,"3,1",1,3,3,2,1,2,2,1,1,4,5,5,5,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,3,2,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.98
397,23,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,5,4,3,4,3,2,1,5,4,5,2,2,2,4,5,4,5,4,5,4,2,3,4,3,4,5,4,5,4,4,4,3,2,3,4,3,4,5,3,4,3,2,3,3,3,3,4,3,4,4,4,4,2,4,3,3,2,3,1,1,1,2,1,2,3.08
398,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,4,4,4,3,4,4,5,4,5,5,5,4,4,4,5,5,5,4,5,4,4,4,5,3,3,5,3,3,4,3,2,2,1,2,2,2,2,1,3,5,4,3,4,4,5,4,4,2,1,2,2,1,3,4,4,4,1,1,1,1,1,1,2,1,2,3.05
399,23,1,HSTU,ECE,1,8,66,5,"3,1",1,3,5,4,3,1,2,3,1,3,1,1,3,1,1,3,3,1,3,3,1,3,1,1,1,2,2,2,5,2,3,5,4,5,5,2,5,5,4,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.02
400,21,1,RU,Social Work,1,16,68,5,3,0,2,5,4,4,3,5,4,2,5,5,4,5,4,3,5,4,3,4,5,5,5,4,2,5,5,3,4,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,4,5,5,5,5,5,4,5,5,5,5,4,3,5,5,5,5,4,4,4,3.28
400,22,2,HSTU,ECE,1,8,66,5,"3,1",1,3,4,2,4,2,4,3,1,4,4,2,4,2,1,3,3,2,4,3,1,3,2,1,3,2,1,3,3,1,3,2,2,3,2,1,3,2,1,4,2,1,3,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3.51
